41007.976000000,-6.000000,,,,
41007.980000000,6.000000,,,,
41007.984000000,15.000000,,,,
41007.988000000,26.000000,,,,
41007.992000000,41.000000,,,,
41007.996000000,52.000000,,,,
41008.000000000,78.000000,271.000000,-947.500000,-68.500000,0.000000
41008.004000000,122.000000,,,,
41008.008000000,152.000000,,,,
41008.012000000,150.000000,,,,
41008.016000000,124.000000,,,,
41008.020000000,96.000000,,,,
41008.024000000,73.000000,,,,
41008.028000000,49.000000,,,,
41008.032000000,17.000000,,,,
41008.036000000,1.000000,,,,
41008.040000000,-10.000000,275.000000,-945.500000,-70.500000,
41008.044000000,-20.000000,,,,
41008.048000000,-18.000000,,,,
41008.052000000,-38.000000,,,,
41008.056000000,-61.000000,,,,
41008.060000000,-67.000000,,,,
41008.064000000,-67.000000,,,,
41008.068000000,-71.000000,,,,
41008.072000000,-80.000000,,,,
41008.076000000,-86.000000,,,,
41008.080000000,-83.000000,273.000000,-945.500000,-74.500000,
41008.084000000,-85.000000,,,,
41008.088000000,-85.000000,,,,
41008.092000000,-86.000000,,,,
41008.096000000,-90.000000,,,,
41008.100000000,-91.000000,,,,
41008.104000000,-91.000000,,,,
41008.108000000,-90.000000,,,,
41008.112000000,-90.000000,,,,
41008.116000000,-91.000000,,,,
41008.120000000,-91.000000,275.000000,-943.500000,-68.500000,
41008.124000000,-91.000000,,,,
41008.128000000,-89.000000,,,,
41008.132000000,-85.000000,,,,
41008.136000000,-82.000000,,,,
41008.140000000,-80.000000,,,,
41008.144000000,-79.000000,,,,
41008.148000000,-78.000000,,,,
41008.152000000,-75.000000,,,,
41008.156000000,-72.000000,,,,
41008.160000000,-67.000000,271.000000,-941.500000,-66.500000,
41008.164000000,-64.000000,,,,
41008.168000000,-63.000000,,,,
41008.172000000,-63.000000,,,,
41008.176000000,-61.000000,,,,
41008.180000000,-56.000000,,,,
41008.184000000,-39.000000,,,,
41008.188000000,4.000000,,,,
41008.192000000,78.000000,,,,
41008.196000000,158.000000,,,,
41008.200000000,256.000000,269.500000,-945.500000,-68.500000,
41008.204000000,418.000000,,,,
41008.208000000,669.000000,,,,
41008.212000000,870.000000,,,,
41008.216000000,781.000000,,,,
41008.220000000,412.000000,,,,
41008.224000000,-45.000000,,,,
41008.228000000,-360.000000,,,,
41008.232000000,-466.000000,,,,
41008.236000000,-592.000000,,,,
41008.240000000,-837.000000,269.500000,-941.500000,-70.500000,
41008.244000000,-1039.000000,,,,
41008.248000000,-1077.000000,,,,
41008.252000000,-965.000000,,,,
41008.256000000,-751.000000,,,,
41008.260000000,-541.000000,,,,
41008.264000000,-322.000000,,,,
41008.268000000,-109.000000,,,,
41008.272000000,11.000000,,,,
41008.276000000,56.000000,,,,
41008.280000000,77.000000,271.000000,-949.500000,-66.500000,
41008.284000000,89.000000,,,,
41008.288000000,101.000000,,,,
41008.292000000,110.000000,,,,
41008.296000000,122.000000,,,,
41008.300000000,132.000000,,,,
41008.304000000,139.000000,,,,
41008.308000000,148.000000,,,,
41008.312000000,157.000000,,,,
41008.316000000,165.000000,,,,
41008.320000000,169.000000,275.000000,-949.500000,-72.500000,
41008.324000000,176.000000,,,,
41008.328000000,180.000000,,,,
41008.332000000,181.000000,,,,
41008.336000000,187.000000,,,,
41008.340000000,188.000000,,,,
41008.344000000,190.000000,,,,
41008.348000000,197.000000,,,,
41008.352000000,202.000000,,,,
41008.356000000,203.000000,,,,
41008.360000000,202.000000,275.000000,-945.500000,-70.500000,
41008.364000000,205.000000,,,,
41008.368000000,210.000000,,,,
41008.372000000,213.000000,,,,
41008.376000000,210.000000,,,,
41008.380000000,212.000000,,,,
41008.384000000,214.000000,,,,
41008.388000000,216.000000,,,,
41008.392000000,216.000000,,,,
41008.396000000,214.000000,,,,
41008.400000000,210.000000,271.000000,-941.500000,-74.500000,
41008.404000000,213.000000,,,,
41008.408000000,217.000000,,,,
41008.412000000,220.000000,,,,
41008.416000000,217.000000,,,,
41008.420000000,217.000000,,,,
41008.424000000,220.000000,,,,
41008.428000000,221.000000,,,,
41008.432000000,219.000000,,,,
41008.436000000,214.000000,,,,
41008.440000000,214.000000,273.000000,-941.500000,-82.500000,
41008.444000000,214.000000,,,,
41008.448000000,214.000000,,,,
41008.452000000,216.000000,,,,
41008.456000000,213.000000,,,,
41008.460000000,213.000000,,,,
41008.464000000,213.000000,,,,
41008.468000000,212.000000,,,,
41008.472000000,208.000000,,,,
41008.476000000,206.000000,,,,
41008.480000000,202.000000,269.500000,-941.500000,-80.500000,
41008.484000000,198.000000,,,,
41008.488000000,192.000000,,,,
41008.492000000,188.000000,,,,
41008.496000000,184.000000,,,,
41008.500000000,179.000000,,,,
41008.504000000,172.000000,,,,
41008.508000000,165.000000,,,,
41008.512000000,158.000000,,,,
41008.516000000,150.000000,,,,
41008.520000000,143.000000,265.500000,-951.500000,-78.500000,
41008.524000000,139.000000,,,,
41008.528000000,136.000000,,,,
41008.532000000,129.000000,,,,
41008.536000000,125.000000,,,,
41008.540000000,121.000000,,,,
41008.544000000,111.000000,,,,
41008.548000000,104.000000,,,,
41008.552000000,99.000000,,,,
41008.556000000,92.000000,,,,
41008.560000000,84.000000,263.500000,-947.500000,-82.500000,
41008.564000000,75.000000,,,,
41008.568000000,66.000000,,,,
41008.572000000,57.000000,,,,
41008.576000000,49.000000,,,,
41008.580000000,41.000000,,,,
41008.584000000,30.000000,,,,
41008.588000000,27.000000,,,,
41008.592000000,22.000000,,,,
41008.596000000,15.000000,,,,
41008.600000000,6.000000,265.500000,-945.500000,-80.500000,
41008.604000000,0.000000,,,,
41008.608000000,-5.000000,,,,
41008.612000000,-9.000000,,,,
41008.616000000,-14.000000,,,,
41008.620000000,-17.000000,,,,
41008.624000000,-14.000000,,,,
41008.628000000,-12.000000,,,,
41008.632000000,-12.000000,,,,
41008.636000000,-13.000000,,,,
41008.640000000,-12.000000,263.500000,-943.500000,-82.500000,
41008.644000000,-7.000000,,,,
41008.648000000,-5.000000,,,,
41008.652000000,-2.000000,,,,
41008.656000000,1.000000,,,,
41008.660000000,2.000000,,,,
41008.664000000,2.000000,,,,
41008.668000000,4.000000,,,,
41008.672000000,4.000000,,,,
41008.676000000,5.000000,,,,
41008.680000000,5.000000,263.500000,-951.500000,-82.500000,
41008.684000000,5.000000,,,,
41008.688000000,9.000000,,,,
41008.692000000,11.000000,,,,
41008.696000000,9.000000,,,,
41008.700000000,5.000000,,,,
41008.704000000,2.000000,,,,
41008.708000000,5.000000,,,,
41008.712000000,6.000000,,,,
41008.716000000,8.000000,,,,
41008.720000000,9.000000,263.500000,-959.000000,-84.000000,
41008.724000000,8.000000,,,,
41008.728000000,8.000000,,,,
41008.732000000,9.000000,,,,
41008.736000000,8.000000,,,,
41008.740000000,0.000000,,,,
41008.744000000,-6.000000,,,,
41008.748000000,-5.000000,,,,
41008.752000000,-7.000000,,,,
41008.756000000,-10.000000,,,,
41008.760000000,-12.000000,261.500000,-955.500000,-84.000000,
41008.764000000,-14.000000,,,,
41008.768000000,-17.000000,,,,
41008.772000000,-14.000000,,,,
41008.776000000,-17.000000,,,,
41008.780000000,-23.000000,,,,
41008.784000000,-23.000000,,,,
41008.788000000,-23.000000,,,,
41008.792000000,-27.000000,,,,
41008.796000000,-29.000000,,,,
41008.800000000,-28.000000,263.500000,-949.500000,-84.000000,
41008.804000000,-27.000000,,,,
41008.808000000,-29.000000,,,,
41008.812000000,-32.000000,,,,
41008.816000000,-32.000000,,,,
41008.820000000,-32.000000,,,,
41008.824000000,-32.000000,,,,
41008.828000000,-35.000000,,,,
41008.832000000,-38.000000,,,,
41008.836000000,-40.000000,,,,
41008.840000000,-39.000000,265.500000,-947.500000,-78.500000,
41008.844000000,-38.000000,,,,
41008.848000000,-38.000000,,,,
41008.852000000,-39.000000,,,,
41008.856000000,-39.000000,,,,
41008.860000000,-43.000000,,,,
41008.864000000,-46.000000,,,,
41008.868000000,-42.000000,,,,
41008.872000000,-40.000000,,,,
41008.876000000,-43.000000,,,,
41008.880000000,-47.000000,265.500000,-943.500000,-76.500000,
41008.884000000,-47.000000,,,,
41008.888000000,-43.000000,,,,
41008.892000000,-42.000000,,,,
41008.896000000,-47.000000,,,,
41008.900000000,-50.000000,,,,
41008.904000000,-46.000000,,,,
41008.908000000,-45.000000,,,,
41008.912000000,-43.000000,,,,
41008.916000000,-42.000000,,,,
41008.920000000,-42.000000,267.500000,-949.500000,-82.500000,
41008.924000000,-43.000000,,,,
41008.928000000,-42.000000,,,,
41008.932000000,-40.000000,,,,
41008.936000000,-42.000000,,,,
41008.940000000,-43.000000,,,,
41008.944000000,-40.000000,,,,
41008.948000000,-42.000000,,,,
41008.952000000,-42.000000,,,,
41008.956000000,-42.000000,,,,
41008.960000000,-43.000000,267.500000,-947.500000,-84.000000,
41008.964000000,-42.000000,,,,
41008.968000000,-40.000000,,,,
